10, 0.244119, 1.077183, 
10, 0.255190, 1.107105, 
10, 0.266560, 1.137026, 
10, 0.278230, 1.166948, 
10, 0.290198, 1.196870, 
10, 0.302466, 1.226792, 
10, 0.315033, 1.256713, 
10, 0.327900, 1.286635, 
10, 0.341065, 1.316557, 
10, 0.354530, 1.346479, 
10, 0.368294, 1.376400, 
10, 0.382357, 1.406322, 
10, 0.396720, 1.436244, 
10, 0.411381, 1.466166, 
10, 0.426342, 1.496087, 
10, 0.441602, 1.526009, 
10, 0.457162, 1.555931, 
10, 0.473020, 1.585853, 
10, 0.489178, 1.615774, 
10, 0.505635, 1.645696, 
10, 0.522391, 1.675618, 
10, 0.539447, 1.705540, 
10, 0.556801, 1.735461, 
10, 0.574455, 1.765383, 
10, 0.592408, 1.795305, 
10, 0.610660, 1.825227, 
10, 0.629212, 1.855148, 
10, 0.648062, 1.885070, 
10, 0.667212, 1.914992, 
10, 0.686662, 1.944914, 
10, 0.706410, 1.974835, 
10, 0.726457, 2.004757, 
10, 0.746804, 2.034679, 
10, 0.767450, 2.064601, 
10, 0.788395, 2.094522, 
10, 0.809640, 2.124444, 
10, 0.831184, 2.154366, 
10, 0.853026, 2.184288, 
10, 0.875169, 2.214209, 
10, 0.897610, 2.244131, 
10, 0.920350, 2.274053, 
10, 0.943390, 2.303975, 
10, 0.966729, 2.333896, 
10, 0.990367, 2.363818, 
10, 1.014305, 2.393740, 
10, 1.038541, 2.423662, 
10, 1.063077, 2.453583, 
10, 1.087912, 2.483505, 
10, 1.113046, 2.513427, 
10, 1.138480, 2.543349, 
10, 1.164213, 2.573270, 
10, 1.190245, 2.603192, 
10, 1.216576, 2.633114, 
10, 1.243206, 2.663036, 
10, 1.270136, 2.692957, 
10, 1.297364, 2.722879, 
10, 1.324892, 2.752801, 
10, 1.352720, 2.782723, 
10, 1.380846, 2.812644, 
10, 1.409272, 2.842566, 
10, 1.437997, 2.872488, 
10, 1.467018, 2.902160, 
10, 1.496332, 2.931334, 
10, 1.525932, 2.960009, 
10, 1.555814, 2.988185, 
10, 1.585972, 3.015863, 
10, 1.616403, 3.043042, 
10, 1.647100, 3.069722, 
10, 1.678059, 3.095904, 
10, 1.709275, 3.121586, 
10, 1.740742, 3.146771, 
10, 1.772457, 3.171456, 
10, 1.804413, 3.195643, 
10, 1.836607, 3.219331, 
10, 1.869032, 3.242520, 
10, 1.901684, 3.265211, 
10, 1.934558, 3.287403, 
10, 1.967649, 3.309096, 
10, 2.000952, 3.330291, 
10, 2.034462, 3.350986, 
10, 2.068174, 3.371184, 
10, 2.102082, 3.390882, 
10, 2.136183, 3.410082, 
10, 2.170471, 3.428783, 
10, 2.204941, 3.446985, 
10, 2.239588, 3.464689, 
10, 2.274407, 3.481894, 
10, 2.309393, 3.498600, 
10, 2.344541, 3.514808, 
10, 2.379846, 3.530517, 
10, 2.415303, 3.545727, 
10, 2.450908, 3.560439, 
10, 2.486654, 3.574652, 
10, 2.522538, 3.588366, 
10, 2.558554, 3.601581, 
10, 2.594697, 3.614298, 
10, 2.630962, 3.626516, 
10, 2.667344, 3.638235, 
10, 2.703839, 3.649456, 
10, 2.740440, 3.660178, 
10, 2.777144, 3.670401, 
10, 2.813946, 3.680126, 
10, 2.850839, 3.689352, 
10, 2.887820, 3.698079, 
10, 2.924883, 3.706307, 
10, 2.962023, 3.714037, 
10, 2.999236, 3.721268, 
10, 3.036516, 3.728000, 
10, 3.073859, 3.734234, 
10, 3.111258, 3.739969, 
10, 3.148710, 3.745205, 
10, 3.186210, 3.749943, 
10, 3.223751, 3.754182, 
10, 3.261331, 3.757922, 
10, 3.298942, 3.761164, 
10, 3.336581, 3.763907, 
10, 3.374243, 3.766151, 
10, 3.411922, 3.767896, 
10, 3.449613, 3.769143, 
10, 3.487312, 3.769891, 
10, 3.525013, 3.770058, 
10, 3.562709, 3.769645, 
10, 3.600397, 3.768733, 
10, 3.638070, 3.767322, 
10, 3.675724, 3.765413, 
10, 3.713354, 3.763005, 
10, 3.750955, 3.760098, 
10, 3.788522, 3.756693, 
10, 3.826050, 3.752789, 
10, 3.863534, 3.748386, 
10, 3.900969, 3.743485, 
10, 3.938349, 3.738084, 
10, 3.975671, 3.732185, 
10, 4.012929, 3.725788, 
10, 4.050118, 3.718892, 
10, 4.087233, 3.711497, 
10, 4.124269, 3.703603, 
10, 4.161221, 3.695210, 
10, 4.198084, 3.686319, 
10, 4.234854, 3.676930, 
10, 4.271524, 3.667041, 
10, 4.308091, 3.656654, 
10, 4.344548, 3.645768, 
10, 4.380892, 3.634384, 
10, 4.417117, 3.622500, 
10, 4.453218, 3.610118, 
10, 4.489191, 3.597238, 
10, 4.525029, 3.583858, 
10, 4.560729, 3.569980, 
10, 4.596285, 3.555604, 
10, 4.631692, 3.540728, 
10, 4.666946, 3.525354, 
10, 4.702041, 3.509481, 
10, 4.736972, 3.493110, 
10, 4.771734, 3.476240, 
10, 4.806323, 3.458871, 
10, 4.840733, 3.441003, 
10, 4.874959, 3.422637, 
10, 4.908997, 3.403772, 
10, 4.942841, 3.384408, 
10, 4.976487, 3.364546, 
10, 5.009928, 3.344185, 
10, 5.043162, 3.323325, 
10, 5.076181, 3.301966, 
10, 5.108982, 3.280109, 
10, 5.141560, 3.257753, 
10, 5.173909, 3.234899, 
10, 5.206024, 3.211545, 
10, 5.237901, 3.187694, 
10, 5.269535, 3.163343, 
10, 5.300920, 3.138494, 
10, 5.332051, 3.113145, 
10, 5.362924, 3.087299, 
10, 5.393534, 3.060953, 
10, 5.423875, 3.034109, 
10, 5.453942, 3.006766, 
10, 5.483732, 2.978925, 
10, 5.513237, 2.950585, 
10, 5.542455, 2.921746, 
10, 5.571379, 2.892408, 
10, 5.600006, 2.862654, 
10, 5.628333, 2.832732, 
10, 5.656361, 2.802810, 
10, 5.684090, 2.772889, 
10, 5.711520, 2.742967, 
10, 5.738650, 2.713045, 
10, 5.765481, 2.683123, 
10, 5.792013, 2.653202, 
10, 5.818246, 2.623280, 
10, 5.844180, 2.593358, 
10, 5.869814, 2.563436, 
10, 5.895149, 2.533515, 
10, 5.920185, 2.503593, 
10, 5.944922, 2.473671, 
10, 5.969359, 2.443749, 
10, 5.993498, 2.413828, 
10, 6.017337, 2.383906, 
10, 6.040876, 2.353984, 
10, 6.064117, 2.324062, 
10, 6.087058, 2.294141, 
10, 6.109701, 2.264219, 
10, 6.132044, 2.234297, 
10, 6.154087, 2.204375, 
10, 6.175832, 2.174454, 
10, 6.197277, 2.144532, 
10, 6.218423, 2.114610, 
10, 6.239270, 2.084688, 
10, 6.259818, 2.054767, 
10, 6.280066, 2.024845, 
10, 6.300016, 1.994923, 
10, 6.319666, 1.965001, 
10, 6.339016, 1.935080, 
10, 6.358068, 1.905158, 
10, 6.376820, 1.875236, 
10, 6.395273, 1.845314, 
10, 6.413427, 1.815393, 
10, 6.431282, 1.785471, 
10, 6.448838, 1.755549, 
10, 6.466094, 1.725627, 
10, 6.483051, 1.695706, 
10, 6.499709, 1.665784, 
10, 6.516067, 1.635862, 
10, 6.532127, 1.605940, 
10, 6.547887, 1.576019, 
10, 6.563348, 1.546097, 
10, 6.578510, 1.516175, 
10, 6.593372, 1.486253, 
10, 6.607936, 1.456332, 
10, 6.622200, 1.426410, 
10, 6.636164, 1.396488, 
10, 6.649830, 1.366566, 
10, 6.663197, 1.336645, 
10, 6.676264, 1.306723, 
10, 6.689032, 1.276801, 
10, 6.701501, 1.246879, 
10, 6.713670, 1.216958, 
10, 6.725541, 1.187036, 
10, 6.737112, 1.157114, 
10, 6.748384, 1.127192, 
10, 6.759356, 1.097271, 
10, 6.770030, 1.067349, 
10, 6.780404, 1.037427, 
10, 6.790479, 1.007505, 
10, 6.800255, 0.977584, 
10, 6.809732, 0.947662, 
10, 6.818909, 0.917740, 
10, 6.827788, 0.887900, 
10, 6.836372, 0.858392, 
10, 6.844666, 0.829382, 
10, 6.852674, 0.800871, 
10, 6.860403, 0.772859, 
10, 6.867857, 0.745345, 
10, 6.875040, 0.718330, 
10, 6.881958, 0.691813, 
10, 6.888616, 0.665796, 
10, 6.895019, 0.640277, 
10, 6.901171, 0.615257, 
10, 6.907079, 0.590735, 
10, 6.912746, 0.566712, 
10, 6.918178, 0.543188, 
10, 6.923379, 0.520163, 
10, 6.928356, 0.497636, 
10, 6.933112, 0.475608, 
10, 6.937652, 0.454078, 
10, 6.941983, 0.433048, 
10, 6.946108, 0.412516, 
10, 6.950033, 0.392483, 
10, 6.953762, 0.372948, 
10, 6.957301, 0.353912, 
10, 6.960655, 0.335375, 
10, 6.963829, 0.317336, 
10, 6.966827, 0.299797, 
10, 6.969654, 0.282756, 
10, 6.972316, 0.266213, 
10, 6.974818, 0.250169, 
10, 6.977164, 0.234624, 
10, 6.979360, 0.219578, 
10, 6.981410, 0.205030, 
10, 6.983320, 0.190981, 
10, 6.985094, 0.177431, 
10, 6.986738, 0.164380, 
10, 6.988256, 0.151827, 
10, 6.989654, 0.139773, 
10, 6.990936, 0.128217, 
10, 6.992108, 0.117161, 
10, 6.993174, 0.106602, 
10, 6.994139, 0.096543, 
10, 6.995009, 0.086982, 
10, 6.995788, 0.077920, 
10, 6.996482, 0.069357, 
10, 6.997095, 0.061293, 
10, 6.997632, 0.053727, 
10, 6.998099, 0.046660, 
10, 6.998500, 0.040091, 
10, 6.998840, 0.034021, 
10, 6.999124, 0.028450, 
10, 6.999358, 0.023378, 
10, 6.999546, 0.018804, 
10, 6.999694, 0.014729, 
10, 6.999805, 0.011153, 
10, 6.999886, 0.008075, 
10, 6.999941, 0.005496, 
10, 6.999975, 0.003416, 
10, 6.999993, 0.001834, 
10, 7.000001, 0.000752, 
10, 7.000002, 0.000167, 
10, 7.000002, 0.000000, 
